,date_obs,date_jd,rv_model,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,f_nonconv,quiet_flux,ar_flux,conv_flux,unsigned_flux,pol_flux,pol_conv_flux,vconv_quiet,vconv_large,vconv_small,unsigned_obs_flux
0,2014-01-01T00:00:00,2456658.5,6.463354186907468,-32.87136139980583,-25.87828850421904,-0.19387907330154813,6.9930728955867885,4.150696766066522,0.01692537804447806,4.167622144111001,,-0.09370269358424287,-0.10017637971730495,2.1739863477957826,1.993635796315218,2.1739863477957826,1.9767104182707402,,3.6831624715906095,117.31201439881977,161.46975367645464,8.797781175070934,0.31909554668824364,4.762755558826293,3.393897616197485,3.471144165750972,0.006641988571154306,8.797781175070934
0,2014-01-01T00:12:00,2456658.5083333333,6.443103682431218,-32.629675604358226,-25.663532847506527,-0.1909241200264524,6.966142756851699,4.135397516788686,0.016542785706099055,4.1519403024947845,,-0.09118466263725568,-0.09973945738919661,2.1676186786078615,1.984321623886923,2.1676186786078615,1.9677788381808243,,3.6774821024964597,117.47159083006028,161.83666076608608,8.780478394050382,0.3260412462625294,5.949647502646426,3.397595500928089,3.473942446292965,0.00903511502455524,8.780478394050382
0,2014-01-01T00:24:00,2456658.5166666666,6.4547087539351935,-32.660561887081066,-25.687765922344823,-0.18851179505862198,6.9727959647362425,4.128999076071945,0.016337581322436134,4.145336657394381,,-0.0895039661464227,-0.0990078289121993,2.1748879698701,1.9704486875242808,2.1748879698701,1.954111106201845,,3.672956564663768,117.459080833086,162.06597512966064,8.76739919206348,0.32236119274412933,5.750694782237671,3.353383401232532,3.4302365653273195,0.0075526622235046565,8.76739919206348
